bench,suite,system,surface,engine,run_dir,task_dir,task_id,attempt_number,grade_type,score,agent_latency_s,url_citations,citation_unique_urls,citation_content_chars_total,turns,tool_calls,f1_by_item,f1_by_row,precision_by_item,precision_by_row,recall_by_item,recall_by_row,success_rate
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity,plugin,perplexity,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-e1d22484af37,000088-ws_zh_069,ws_zh_069,1,INCORRECT,0.0,409.953,5,5,4267,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity,plugin,perplexity,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-e1d22484af37,000089-ws_zh_082,ws_zh_082,1,INCORRECT,0.9523809523809523,80.255,5,5,3733,1,0,0.9523809523809523,0.6428571428571429,0.9523809523809523,0.6428571428571429,0.9523809523809523,0.6428571428571429,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity,plugin,perplexity,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-e1d22484af37,000090-ws_en_055,ws_en_055,1,INCORRECT,0.0,4.076,5,5,2462,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity,plugin,perplexity,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-e1d22484af37,000091-ws_zh_089,ws_zh_089,1,INCORRECT,0.0,12.514,5,5,5506,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity,plugin,perplexity,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-e1d22484af37,000092-ws_en_066,ws_en_066,1,INCORRECT,0.4305555555555556,76.89,5,5,7891,1,0,0.4305555555555556,0.0,0.5740740740740741,0.0,0.34444444444444444,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity,plugin,perplexity,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-e1d22484af37,000093-ws_en_095,ws_en_095,1,INCORRECT,0.2222222222222222,82.775,5,5,8741,1,0,0.2222222222222222,0.044444444444444446,0.7142857142857143,0.14285714285714285,0.13157894736842105,0.02631578947368421,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity,plugin,perplexity,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-e1d22484af37,000094-ws_zh_028,ws_zh_028,1,INCORRECT,0.225,162.782,5,5,3349,1,0,0.225,0.12,0.225,0.12,0.225,0.12,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity,plugin,perplexity,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-e1d22484af37,000095-ws_zh_099,ws_zh_099,1,INCORRECT,0.0,367.944,5,5,3366,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity,plugin,perplexity,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-e1d22484af37,000096-ws_zh_021,ws_zh_021,1,INCORRECT,0.8809523809523809,300.257,5,5,5305,1,0,0.8809523809523809,0.4000000000000001,0.8809523809523809,0.4,0.8809523809523809,0.4,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity,plugin,perplexity,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-e1d22484af37,000097-ws_zh_026,ws_zh_026,1,INCORRECT,0.0,221.473,5,5,3491,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity,plugin,perplexity,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-e1d22484af37,000098-ws_en_061,ws_en_061,1,INCORRECT,0.0,16.607,5,5,7693,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity,plugin,perplexity,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-e1d22484af37,000099-ws_zh_035,ws_zh_035,1,INCORRECT,0.0,4.323,5,5,1290,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity,plugin,perplexity,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-perplexity-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-e1d22484af37,000100-ws_en_099,ws_en_099,1,INCORRECT,0.0,14.429,5,5,4230,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000001-ws_en_012,ws_en_012,1,INCORRECT,0.4652777777777778,982.457,5,5,9988,1,0,0.4652777777777778,0.0,0.4652777777777778,0.0,0.4652777777777778,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000002-ws_zh_057,ws_zh_057,1,INCORRECT,0.25806451612903225,59.726,5,5,9917,1,0,0.25806451612903225,0.25806451612903225,1.0,1.0,0.14814814814814814,0.14814814814814814,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000003-ws_zh_050,ws_zh_050,1,INCORRECT,0.0,318.653,5,5,4187,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000004-ws_zh_091,ws_zh_091,1,INCORRECT,0.5791666666666666,33.305,5,5,3633,1,0,0.5791666666666666,0.5166666666666667,0.6205357142857143,0.5535714285714286,0.54296875,0.484375,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000005-ws_zh_001,ws_zh_001,1,INCORRECT,0.0,7.828,5,5,4921,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000006-ws_en_023,ws_en_023,1,INCORRECT,0.0,649.681,5,5,10000,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000007-ws_zh_031,ws_zh_031,1,INCORRECT,0.6428571428571429,110.682,5,5,3068,1,0,0.6428571428571429,0.5714285714285714,0.9,0.8,0.5,0.4444444444444444,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000008-ws_en_088,ws_en_088,1,INCORRECT,0.0,156.625,5,5,1929,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000009-ws_en_074,ws_en_074,1,INCORRECT,0.24242424242424243,21.049,5,5,9999,1,0,0.24242424242424243,0.24242424242424243,0.4444444444444444,0.4444444444444444,0.16666666666666666,0.16666666666666666,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000010-ws_zh_045,ws_zh_045,1,INCORRECT,0.0,516.926,5,5,9728,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000011-ws_zh_096,ws_zh_096,1,INCORRECT,0.803921568627451,210.888,5,5,6143,1,0,0.803921568627451,0.6666666666666667,0.9318181818181818,0.7727272727272727,0.7068965517241379,0.5862068965517241,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000012-ws_zh_022,ws_zh_022,1,INCORRECT,0.8636363636363636,112.46,5,5,8241,1,0,0.8636363636363636,0.8636363636363636,1.0,1.0,0.76,0.76,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000013-ws_zh_052,ws_zh_052,1,INCORRECT,0.0,236.679,5,5,4513,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000014-ws_en_098,ws_en_098,1,INCORRECT,0.0,219.762,5,5,840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000015-ws_zh_043,ws_zh_043,1,INCORRECT,0.0,256.219,5,5,1571,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000016-ws_en_063,ws_en_063,1,INCORRECT,0.4083333333333333,14.226,5,5,1474,1,0,0.4083333333333333,0.0,0.4083333333333333,0.0,0.4083333333333333,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000017-ws_en_006,ws_en_006,1,INCORRECT,0.0,602.438,5,5,9995,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000018-ws_en_009,ws_en_009,1,INCORRECT,0.14814814814814814,184.707,5,5,5957,1,0,0.14814814814814814,0.0,0.4,0.0,0.09090909090909091,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000019-ws_zh_076,ws_zh_076,1,INCORRECT,0.5555555555555556,25.492,5,5,10000,1,0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000020-ws_en_070,ws_en_070,1,INCORRECT,0.32456140350877194,176.971,5,5,6113,1,0,0.32456140350877194,0.0,0.37,0.0,0.2890625,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000021-ws_zh_027,ws_zh_027,1,INCORRECT,0.8399999999999999,88.625,5,5,8484,1,0,0.8399999999999999,0.48,0.84,0.48,0.84,0.48,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000022-ws_en_064,ws_en_064,1,INCORRECT,0.6646341463414634,399.786,5,5,5353,1,0,0.6646341463414634,0.0975609756097561,0.6646341463414634,0.0975609756097561,0.6646341463414634,0.0975609756097561,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000023-ws_zh_006,ws_zh_006,1,INCORRECT,0.19943019943019943,23.654,5,5,3497,1,0,0.19943019943019943,0.17094017094017094,0.5303030303030303,0.45454545454545453,0.12280701754385964,0.10526315789473684,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000024-ws_en_017,ws_en_017,1,CORRECT,1.0,8.882,5,5,9232,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000025-ws_en_007,ws_en_007,1,INCORRECT,0.7435549525101764,205.835,5,5,8669,1,0,0.7435549525101764,0.08955223880597014,0.8303030303030303,0.1,0.6732186732186732,0.08108108108108109,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000026-ws_en_054,ws_en_054,1,INCORRECT,0.0,299.28,5,5,9997,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000027-ws_en_096,ws_en_096,1,INCORRECT,0.8888888888888888,81.869,5,5,8638,1,0,0.8888888888888888,0.5714285714285714,0.8888888888888888,0.5714285714285714,0.8888888888888888,0.5714285714285714,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000028-ws_en_042,ws_en_042,1,INCORRECT,0.7625,16.112,5,5,9992,1,0,0.7625,0.125,0.7625,0.125,0.7625,0.125,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000029-ws_en_060,ws_en_060,1,INCORRECT,0.588,201.008,5,5,9034,1,0,0.588,0.26,0.588,0.26,0.588,0.26,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000030-ws_en_087,ws_en_087,1,INCORRECT,0.8222222222222223,220.06,5,5,4437,1,0,0.8222222222222223,0.13333333333333333,0.8144654088050315,0.1320754716981132,0.8301282051282052,0.1346153846153846,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000031-ws_zh_003,ws_zh_003,1,INCORRECT,0.0,295.414,5,5,4005,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000032-ws_zh_085,ws_zh_085,1,INCORRECT,0.22272727272727272,30.505,5,5,7416,1,0,0.22272727272727272,0.02272727272727273,0.7538461538461538,0.07692307692307693,0.13066666666666665,0.013333333333333334,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000033-ws_zh_008,ws_zh_008,1,INCORRECT,0.023439260761775972,106.165,5,5,3890,1,0,0.023439260761775972,0.0,0.6419753086419753,0.0,0.011937557392102846,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000034-ws_zh_034,ws_zh_034,1,INCORRECT,0.0,6.888,5,5,9996,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000035-ws_en_033,ws_en_033,1,INCORRECT,0.9333333333333333,82.605,5,5,10000,1,0,0.9333333333333333,0.64,0.9333333333333333,0.64,0.9333333333333333,0.64,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000036-ws_zh_062,ws_zh_062,1,INCORRECT,0.905982905982906,70.197,5,5,7156,1,0,0.905982905982906,0.905982905982906,1.0,1.0,0.828125,0.828125,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000037-ws_en_025,ws_en_025,1,INCORRECT,0.0,3.735,5,5,5245,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000038-ws_zh_014,ws_zh_014,1,INCORRECT,0.9378930817610063,80.633,5,5,10000,1,0,0.9378930817610063,0.9103773584905661,0.9941666666666666,0.965,0.8876488095238095,0.8616071428571429,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000039-ws_zh_023,ws_zh_023,1,INCORRECT,0.6435185185185185,33.225,5,5,5483,1,0,0.6435185185185185,0.5740740740740741,0.6435185185185185,0.5740740740740741,0.6435185185185185,0.5740740740740741,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000040-ws_en_031,ws_en_031,1,CORRECT,1.0,32.226,5,5,9999,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000041-ws_en_018,ws_en_018,1,CORRECT,1.0,44.044,5,5,1602,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000042-ws_en_003,ws_en_003,1,INCORRECT,0.0,40.215,5,5,9346,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000043-ws_zh_017,ws_zh_017,1,INCORRECT,0.0,331.18,5,5,3089,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-exa,plugin,exa,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-exa-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-7d49fa5f4b04,000044-ws_zh_013,ws_zh_013,1,INCORRECT,0.0,5.712,5,5,3708,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
